claim_id,claim_family_id,claim_level,claim_type,dataset,cohort,feature_space,feature_family,pipeline,atlas,target,covariates,n_samples,n_features,roi,hemisphere,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,claim_text,short_claim_text,criteria_passed,status
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Default_Temp_1,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Default_Temp_1,LH,Default,temporal,Default,,temporal,lower,t,-7.72596236046634,-0.6465368194240124,-7.72596236046634,2.4917994105112012e-14,2.2879249132875576e-13,"AD is associated with lower LH_Default_Temp_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Default_Temp_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_Vis_15,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_Vis_15,RH,Vis,unknown_subregion,Vis,,unknown,lower,t,-7.704515654262692,-0.6498435874960883,-7.704515654262692,2.9227372690298534e-14,2.5669257754088277e-13,"AD is associated with lower RH_Vis_15 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_Vis_15 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Limbic_TempPole_4,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Limbic_TempPole_4,LH,Limbic,temporal_pole,Limbic,,temporal,lower,t,-7.657276941260929,-0.6322423693761647,-7.657276941260929,4.14753919511385e-14,3.490845489220824e-13,"AD is associated with lower LH_Limbic_TempPole_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Limbic_TempPole_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_Default_pCunPCC_2,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_Default_pCunPCC_2,RH,Default,precuneus_pcc,Default,,cingulate,lower,t,-7.627579731137743,-0.6426345079142808,-7.627579731137743,5.163361675689999e-14,4.171996233957519e-13,"AD is associated with lower RH_Default_pCunPCC_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_Default_pCunPCC_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Default_Temp_4,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Default_Temp_4,LH,Default,temporal,Default,,temporal,lower,t,-7.612257839317146,-0.6410534544835543,-7.612257839317146,5.779554845901078e-14,4.4902695341231457e-13,"AD is associated with lower LH_Default_Temp_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Default_Temp_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Default_pCunPCC_4,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Default_pCunPCC_4,LH,Default,precuneus_pcc,Default,,cingulate,lower,t,-7.522815698863579,-0.6340898427194622,-7.522815698863579,1.1117414178907164e-13,8.31747283014536e-13,"AD is associated with lower LH_Default_pCunPCC_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Default_pCunPCC_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_DorsAttn_Post_6,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_DorsAttn_Post_6,LH,DorsAttn,postcentral,DorsAttn,,parietal,lower,t,-7.511733474996148,-0.6328621003156628,-7.511733474996148,1.2050436049316983e-13,8.693528864150108e-13,"AD is associated with lower LH_DorsAttn_Post_6 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_DorsAttn_Post_6 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_LH_Default_Par_3,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,LH_Default_Par_3,LH,Default,unknown_subregion,Default,,unknown,lower,t,-7.437056668547068,-0.6253715377614028,-7.437056668547068,2.0685687493185497e-13,1.4408651288356794e-12,"AD is associated with lower LH_Default_Par_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower LH_Default_Par_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_atomic_roi_RH_SalVentAttn_FrOperIns_1,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,RH_SalVentAttn_FrOperIns_1,RH,SalVentAttn,operculo_insular,SalVentAttn,,insula,lower,t,-7.360754830748449,-0.6122409837515062,-7.360754830748449,3.5754702500892594e-13,2.4074833017267682e-12,"AD is associated with lower RH_SalVentAttn_FrOperIns_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower RH_SalVentAttn_FrOperIns_1 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_group_summary_Limbic,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,group_summary,group_enrichment,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,,,Limbic,temporal_pole,Limbic,Limbic,temporal,lower,mean_abs_t,9.651888007120407,-0.7901516845164306,,,,"AD-versus-CN effects are concentrated in Limbic network parcels, where 5/7 regions meet support criteria.","AD-versus-CN effects are concentrated in Limbic network parcels, where 5/7 regions meet support criteria.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_group_summary_Default,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,group_summary,group_enrichment,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,,,Default,temporal,Default,Default,temporal,lower,mean_abs_t,7.442974704824967,-0.6258086455325699,,,,"AD-versus-CN effects are concentrated in Default network parcels, where 4/10 regions meet support criteria.","AD-versus-CN effects are concentrated in Default network parcels, where 4/10 regions meet support criteria.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_group_summary_Default,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,group_summary,group_enrichment,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,,,Default,unknown_subregion,Default,Default,unknown,lower,mean_abs_t,4.681815668065098,-0.3865152674139499,,,,"AD-versus-CN effects are concentrated in Default network parcels, where 4/20 regions meet support criteria.","AD-versus-CN effects are concentrated in Default network parcels, where 4/20 regions meet support criteria.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_group_summary_Cont,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,group_summary,group_enrichment,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,,,Cont,unknown_subregion,Cont,Cont,unknown,lower,mean_abs_t,6.50484752737106,-0.5476755046454941,,,,"AD-versus-CN effects are concentrated in Control network parcels, where 3/10 regions meet support criteria.","AD-versus-CN effects are concentrated in Control network parcels, where 3/10 regions meet support criteria.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_ranking_top,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,ranking,feature_ranking,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,,,,,,,,,abs_t_rank,,,,,,"The top-ranked regions for the AD-versus-CN contrast are LH_Limbic_TempPole_1, RH_Limbic_TempPole_3, RH_Limbic_TempPole_1, LH_Limbic_TempPole_3, LH_Default_Par_2, RH_Limbic_TempPole_2, LH_Default_Par_4, LH_Default_pCunPCC_2, RH_Cont_Par_3, LH_Cont_Temp_1.","The top-ranked regions for the AD-versus-CN contrast are LH_Limbic_TempPole_1, RH_Limbic_TempPole_3, RH_Limbic_TempPole_1, LH_Limbic_TempPole_3, LH_Default_Par_2, RH_Limbic_TempPole_2, LH_Default_Par_4, LH_Default_pCunPCC_2, RH_Cont_Par_3, LH_Cont_Temp_1.",True,supported
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6_direction_summary_support,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_DX_CN_AD_2d3698bfc6,direction_summary,direction_summary,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex,1104,202,,,,,,,,lower,fraction_same_sign,1.0,,,,,"Across the support set, 100.0% of regions show lower Schaefer 200 7-network cortical thickness for AD versus CN.","Across the support set, 100.0% of regions show lower Schaefer 200 7-network cortical thickness for AD versus CN.",True,supported
AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749_composite_main,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749,composite,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_ad_cn,age; sex,1104,202,,,,,,,,lower,mean_abs_t,8.681817974475686,,,,,"AD is associated with lower Kong 200 17-network cortical thickness in Default, Cont, and Vis network parcels compared with CN, after adjustment for age, sex.","AD is associated with lower Kong 200 17-network cortical thickness in Default, Cont, and Vis network parcels compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749_atomic_roi_rh_17networks_RH_DefaultA_TempPole,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_ad_cn,age; sex,1104,202,rh_17networks_RH_DefaultA_TempPole,RH,DefaultA,temporal_pole,DefaultA,,temporal,lower,t,-11.848159609670933,-0.9492712153640502,-11.848159609670933,1.4582807121708047e-30,2.9457270385850255e-28,"AD is associated with lower rh_17networks_RH_DefaultA_TempPole Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower rh_17networks_RH_DefaultA_TempPole Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749_atomic_roi_lh_17networks_LH_DefaultA_TempPole,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_ad_cn,age; sex,1104,202,lh_17networks_LH_DefaultA_TempPole,LH,DefaultA,temporal_pole,DefaultA,,temporal,lower,t,-11.003338774951803,-0.8932290070393609,-11.003338774951803,8.682330714688393e-27,8.769154021835277e-25,"AD is associated with lower lh_17networks_LH_DefaultA_TempPole Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower lh_17networks_LH_DefaultA_TempPole Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749_atomic_roi_lh_17networks_LH_DefaultA_IPL_1,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_ad_cn,age; sex,1104,202,lh_17networks_LH_DefaultA_IPL_1,LH,DefaultA,inferior_parietal,DefaultA,,parietal,lower,t,-9.945855165189842,-0.8155149729350757,-9.945855165189842,2.2427314516766964e-22,1.5101058441289756e-20,"AD is associated with lower lh_17networks_LH_DefaultA_IPL_1 Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower lh_17networks_LH_DefaultA_IPL_1 Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749_atomic_roi_rh_17networks_RH_ContB_IPL_2,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_ad_cn,age; sex,1104,202,rh_17networks_RH_ContB_IPL_2,RH,ContB,inferior_parietal,ContB,,parietal,lower,t,-8.997813957935335,-0.7427260409096601,-8.997813957935335,9.884762395333508e-19,4.7581926920182784e-17,"AD is associated with lower rh_17networks_RH_ContB_IPL_2 Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower rh_17networks_RH_ContB_IPL_2 Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749_atomic_roi_lh_17networks_LH_DefaultC_IPL,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_ad_cn,age; sex,1104,202,lh_17networks_LH_DefaultC_IPL,LH,DefaultC,inferior_parietal,DefaultC,,parietal,lower,t,-8.977135334744839,-0.7473190318425564,-8.977135334744839,1.1777704683213561e-18,4.7581926920182784e-17,"AD is associated with lower lh_17networks_LH_DefaultC_IPL Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower lh_17networks_LH_DefaultC_IPL Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749_atomic_roi_lh_17networks_LH_DefaultA_Temp_1,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_ad_cn,age; sex,1104,202,lh_17networks_LH_DefaultA_Temp_1,LH,DefaultA,temporal,DefaultA,,temporal,lower,t,-8.53805299433162,-0.7134695839521401,-8.53805299433162,4.486225736581678e-17,1.471545740300348e-15,"AD is associated with lower lh_17networks_LH_DefaultA_Temp_1 Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower lh_17networks_LH_DefaultA_Temp_1 Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749_atomic_roi_rh_17networks_RH_DefaultC_Temp,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_ad_cn,age; sex,1104,202,rh_17networks_RH_DefaultC_Temp,RH,DefaultC,temporal,DefaultC,,temporal,lower,t,-8.522250829954654,-0.7087152356033656,-8.522250829954654,5.099415931733879e-17,1.471545740300348e-15,"AD is associated with lower rh_17networks_RH_DefaultC_Temp Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower rh_17networks_RH_DefaultC_Temp Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749_atomic_roi_lh_17networks_LH_DefaultA_PCC,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_ad_cn,age; sex,1104,202,lh_17networks_LH_DefaultA_PCC,LH,DefaultA,posterior_cingulate,DefaultA,,cingulate,lower,t,-8.452803395887031,-0.7084470436128499,-8.452803395887031,8.933148270553691e-17,2.255619938314807e-15,"AD is associated with lower lh_17networks_LH_DefaultA_PCC Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower lh_17networks_LH_DefaultA_PCC Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749_atomic_roi_lh_17networks_LH_ContB_IPL_1,AIBL_BASELINE_FS8_THICKNESS_KONG200_17_DX_CN_AD_e77a35c749,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_thickness_kong200_17,thickness,freesurfer8,kong200_17network,diagnosis_binary_ad_cn,age; sex,1104,202,lh_17networks_LH_ContB_IPL_1,LH,ContB,inferior_parietal,ContB,,parietal,lower,t,-8.385127946728446,-0.6985904292213412,-8.385127946728446,1.5368893058027248e-16,3.4494626641350047e-15,"AD is associated with lower lh_17networks_LH_ContB_IPL_1 Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.","AD is associated with lower lh_17networks_LH_ContB_IPL_1 Kong 200 17-network cortical thickness compared with CN, after adjustment for age, sex.",True,supported
